,Title,Author,Subject1,Subject2,Subject3,Num_Downloads,Word_Count,Language,Release_Date
695,Muistelmia vuosien 1808-1809 sodasta: Kansan suusta kokoillut,Castrén,"Finland -- History -- Russian Conquest, 1808-1809",NA,NA,2,17,Finnish,2015-12-15
696,Railway Construction,William Hemingway Mills,Railroads -- Design and construction,NA,NA,26,101230,English,2015-12-15
697,Teatro Futurista Sintetico,"Bruno Corra, F. T. Marinetti, and Emilio Settimelli",Italian drama -- 20th century,Theater -- Italy,Futurism (Literary movement) -- Italy,13,18402,Italian,2015-12-15
698,My Uncle Florimond,Henry Harland,Orphans -- Juvenile fiction,Conduct of life -- Juvenile fiction,Children -- Conduct of life -- Juvenile fiction,6,17,English,2015-12-15
699,"Baled Hay: A Drier Book than Walt Whitman's ""Leaves o' Grass""",Bill Nye,American wit and humor,NA,NA,27,60391,English,2015-12-15
700,"The Story Teller of the Desert—""Backsheesh!""",Thomas Wallace Knox,Middle East -- Description and travel,NA,NA,25,17,English,2015-12-15
701,On the Plantation: A Story of a Georgia Boy's Adventures during the War,Harris,War stories,Boys -- Fiction,Adventure stories,15,17,English,2015-12-15
702,Venus Boy,Lee Sutton,Science fiction,Boys -- Juvenile fiction,Extraterrestrial beings -- Juvenile fiction,8,17,English,2015-12-15
703,Vuoksen varrella: 1-näytöksinen laulunsekainen kansannäytelmä,Martti Wuori,Finnish drama,NA,NA,0,7193,Finnish,2015-12-16
704,"The National Geographic Magazine, Vol. I., No. 4, October, 1889",Various,Geography -- Periodicals,NA,NA,5,24636,English,2015-12-16
705,The de Bercy Affair,Louis Tracy,Detective and mystery stories,London (England) -- Fiction,Murder -- Fiction,24,74148,English,2015-12-17
706,The Social Life of the Blackfoot Indians,Clark Wissler,Siksika Indians,NA,NA,16,26470,English,2015-12-17
707,Schriften 17: Novellen 1,Ludwig Tieck,German literature,NA,NA,10,90690,German,2015-12-17
708,"Lettres du prince de Metternich à la comtesse de Lieven, 1818-1819",Metternich,"Lieven, Dorothea, Princess, 1785-1857",NA,NA,21,17,French,2015-12-17
709,Fromont nuorempi ja Risler vanhempi: Parisin tapoja,Alphonse Daudet,Paris (France) -- Fiction,French fiction -- Translations into Finnish,NA,3,66225,Finnish,2015-12-17
710,"Cassell's History of England, Vol. 2 (of 8)",Anonymous,Great Britain -- History,NA,NA,23,423265,English,2015-12-17
711,Salliman oikkuja,Santeri Alkio,Fiction,NA,NA,1,16689,Finnish,2015-12-17
712,Will Shakespeare: An Invention in Four Acts,Clemence Dane,"Shakespeare, William, 1564-1616 -- Drama",Historical drama,Dramatists -- Drama,8,28568,English,2015-12-17
713,One Against the Moon,Donald A. Wollheim,Science fiction,Extraterrestrial beings -- Fiction,Moon -- Fiction,52,17,English,2015-12-17
714,Schriften 23: Novellen 7,Ludwig Tieck,German literature,NA,NA,5,99837,German,2015-12-18
715,"De Tribus Impostoribus, A. D. 1230: The Three Impostors",Samuel Briggs,Rationalism,De tribus impostoribus -- Bibliography,NA,24,41884,English,2015-12-18
716,The German Terror in Belgium: An Historical Record,Arnold Toynbee,"World War, 1914-1918 -- Atrocities","Belgium -- History -- German occupation, 1914-1918",NA,19,35852,English,2015-12-18
717,"La Grande Mademoiselle, 1627-1652",Arvède Barine,"Montpensier, Anne-Marie-Louise d'Orléans, duchesse de, 1627-1693",NA,NA,22,119978,English,2015-12-19
718,Le cycle mythologique irlandais et la mythologie celtique,Arbois de Jubainville,"Epic literature, Irish -- History and criticism",Tales -- Ireland -- History and criticism,"Mythology, Celtic -- Ireland",39,100206,French,2015-12-19
719,Juju,Murray Leinster,Africa -- Fiction,NA,NA,35,17,English,2015-12-19
720,Suomalaisen teatterin historia 1,Eliel Aspelin-Haapkylä,Theater -- Finland,NA,NA,1,17,Finnish,2015-12-19
721,"The Catholic World, Vol. 17, April, 1873 to September, 1873",Various,Catholic Church -- Periodicals,NA,NA,19,505773,English,2015-12-19
722,Aasian erämaissa: Kuvauksia matkoilta Keski-Aasiassa ja Kiinassa,Hedin,"Asia, Central -- Description and travel",NA,NA,9,59659,Finnish,2015-12-19
723,The Demon Cruiser,R. L. Wheeler,Castaways -- Fiction,Dime novels,NA,8,26050,English,2015-12-20
724,William Shakespeare: A Critical Study,Georg Brandes,"Shakespeare, William, 1564-1616 -- Criticism and interpretation",NA,NA,73,17,English,2015-12-20
725,Le mariage de Gabrielle,Daniel Lesueur,French fiction -- 19th century,NA,NA,6,17,French,2015-12-20
726,La Ruta del Aventurero,Pío Baroja,"Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction",NA,NA,21,17,Spanish,2015-12-20
727,"Spain, v. 2 (of 2)",Edmondo De Amicis,Spain -- Description and travel,NA,NA,6,67882,English,2015-12-20
728,Transhimalaja: Löytöjä ja seikkailuja Tibetissä. 1 (of 2),Sven Anders Hedin,Tibet Autonomous Region (China) -- Description and travel,"Hedin, Sven Anders, 1865-1952 -- Travel -- China -- Tibet Autonomous Region",NA,4,53987,Finnish,2015-12-20
729,Transhimalaja: Löytöjä ja seikkailuja Tibetissä. 2 (of 2),Sven Anders Hedin,Tibet Autonomous Region (China) -- Description and travel,"Hedin, Sven Anders, 1865-1952 -- Travel -- China -- Tibet Autonomous Region",NA,4,66466,Finnish,2015-12-20
730,"The Fleet: Its Rivers, Prison, and Marriages",John Ashton,"Fleet, River (England)","Fleet Prison (London, England)",NA,38,17,English,2015-12-21
731,The Boys' Nelson,Harold Wheeler,"Nelson, Horatio Nelson, Viscount, 1758-1805",NA,NA,14,81886,English,2015-12-20
732,"Rebilius Cruso: Robinson Crusoe, in Latin; a book to lighten tedium to a learn","bilius Cruso: Robinson Crusoe, in Latin; a book to lighten tedium to a learner",Shipwreck survival -- Fiction,Islands -- Fiction,"Crusoe, Robinson (Fictitious character) -- Fiction",85,41447,Latin,2015-12-20
733,Wij en ons ezeltje,Amy Le Feuvre,Families -- Juvenile fiction,Donkeys -- Juvenile fiction,NA,10,17,Dutch,2015-12-20
734,Report of Mr. Wood's Visit to the Choctaw and Cherokee Missions. 1855,Wood,Choctaw Indians -- Missions,Cherokee Indians -- Missions,NA,6,17,English,2015-12-21
735,Too Fat to Fight,Rex Beach,"World War, 1914-1918 -- Fiction",NA,NA,7,6917,English,2015-12-21
736,Address: Centauri,F. L. Wallace,Science fiction,People with disabilities -- Fiction,NA,38,68093,English,2015-12-21
737,Confederate Military History - Volume 5 (of 12),Ellison Capers,"United States -- History -- Civil War, 1861-1865 -- Biography","United States -- History -- Civil War, 1861-1865",Confederate States of America -- History,26,17,English,2015-12-21
738,Geneva,Francis Henry Gribble,Geneva (Switzerland) -- Description and travel,Geneva (Switzerland) -- History,NA,9,22188,English,2015-12-21
739,Our Monthly Devotions,Albert A. Lings,Catholic Church -- Prayers and devotions,NA,NA,41,165027,English,2015-12-21
740,Vaeltavat teinit: Kertomus rahvaan elämästä,Viktor Rydberg,Swedish fiction -- Translations into Finnish,NA,NA,1,28957,Finnish,2015-12-21
741,Parittomat: Huvinäytelmä yhdessä näytöksessä,Maria Ramstedt,Drama,NA,NA,1,17,Finnish,2015-12-21
742,"The Story of Beowulf, Translated from Anglo-Saxon into Modern English Pro","e Story of Beowulf, Translated from Anglo-Saxon into Modern English Prose",Monsters -- Fiction,Heroes -- Fiction,Beowulf -- Adaptations,1024,35350,English,2015-12-21
743,"Madame Putiphar, vol 1 e 2",Pétrus Borel,Seduction -- Fiction,Imprisonment -- Fiction,NA,23,133335,French,2015-12-21
744,A British Rifle Man,George Simmons,"Waterloo, Battle of, Waterloo, Belgium, 1815","Peninsular War, 1807-1814",NA,14,110614,English,2015-12-22
745,"The Girl's Own Paper, Vol. XX, No. 986, November 19, 1898",Various,Children's literature -- Periodicals,NA,NA,2,21776,English,2015-12-22
746,"The Girl's Own Paper, Vol. XX, No. 987, November 26, 1898",Various,Children's literature -- Periodicals,NA,NA,10,17989,English,2015-12-22
747,"The Expositor's Bible: The Book of the Twelve Prophets, Vol. 2",George Adam Smith,Bible. Minor Prophets -- Commentaries,NA,NA,21,161262,English,2015-12-23
748,Kulmuja 1: Kuvia elämän varrelta,Väinö Kataja,Finnish fiction -- 20th century,NA,NA,0,14123,Finnish,2015-12-23
749,Kulmuja 2: Kuvia elämän varrelta,Väinö Kataja,Finnish fiction -- 20th century,NA,NA,0,17,Finnish,2015-12-23
750,The Officer's Manual: Napoleon's Maxims of War,Emperor of the French Napoleon I,Military art and science,"Napoleon I, Emperor of the French, 1769-1821 -- Knowledge -- Military art and science","Napoleon I, Emperor of the French, 1769-1821 -- Quotations",298,26438,English,2015-12-23
751,The Teacup Club,Elisa Armstrong Bengough,Women -- Fiction,Man-woman relationships -- Fiction,NA,7,51453,English,2015-12-23
752,Anthropological Survey in Alaska,Aleš Hrdlička,Eskimos,Indians of North America -- Alaska,Eskimos -- Anthropometry,22,145390,English,2015-12-23
753,Later Than You Think,Fritz Leiber,Science fiction,Short stories,NA,39,17,English,2015-12-23
754,Tuhat ja yksi yötä,Valfrid Hedman,Fairy tales,Tales -- Arab countries,NA,22,56853,Finnish,2015-12-23
755,"The Most Bitter Foe of Nations, and the Way to Its Permanent Overthrow",White,Aristocracy (Social class),NA,NA,4,11130,English,2015-12-23
756,Hatanpään Heikki ja hänen morsiamensa: Kertomus Tuomas piispan ajoilta,Jahnsson,Finnish fiction -- 19th century,NA,NA,1,56244,Finnish,2015-12-23
757,La cita: novelas,Eduardo Zamacois,Spanish fiction,NA,NA,15,17,Spanish,2015-12-23
758,"The New England Historical & Genealogical Register, Vol. 1, No. 3, July 18","e New England Historical & Genealogical Register, Vol. 1, No. 3, July 1847",New England Historic Genealogical Society -- Periodicals,New England -- History -- Periodicals,New England -- Genealogy -- Periodicals,38,49923,English,2015-12-24
759,Grocers' Goods,Frederick B. Goddard,Food,Groceries,NA,11,17,English,2015-12-24
760,"Hassan; or, The Child of the Pyramid: An Egyptian Tale",Murray,Arabs -- Fiction,NA,NA,9,17,English,2015-12-24
761,Pitcher Pollock,Christy Mathewson,Baseball -- Juvenile fiction,Baseball stories,NA,13,64544,English,2015-12-24
762,Sketches of Fifteen Members of Worcester Fire Society,Isaac Davis,Worcester (Mass.) -- Biography,NA,NA,5,4092,English,2015-12-24
763,Oja-Pappalan joulu,Santeri Alkio,Fiction,NA,NA,4,11253,Finnish,2015-12-24
764,Colour in the flower garden,Gertrude Jekyll,Flower gardening,Color in gardening,Gardens -- Design,62,17,English,2015-12-24
765,"The National Geographic Magazine, Vol. II., No. 1, April, 1890",Various,Geography -- Periodicals,NA,NA,7,29242,English,2015-12-25
766,The Snowball Effect,Katherine MacLean,Science fiction,Short stories,United States -- Fiction,51,4923,English,2015-12-25
767,Life's Dawn on Earth,Sir John William Dawson,Life -- Origin,Paleontology -- Precambrian,NA,23,64382,English,2015-12-25
768,"My Memoirs, Vol. V, 1831 to 1832",Alexandre Dumas,"Dumas, Alexandre, 1802-1870",NA,NA,53,17,English,2015-12-25
769,Stone Art,Gerard Fowke,Indians of North America -- Implements,Stone implements,NA,7,44102,English,2015-12-26
770,Wunderwelten,Friedrich Wilhelm Mader,Science fiction,Interplanetary voyages -- Fiction,Interstellar travel -- Fiction,24,17,German,2015-12-26
771,Slechte Tijden,Charles Dickens,England -- Fiction,Domestic fiction,Social problems -- Fiction,19,110248,Dutch,2015-12-26
772,Famous Givers and Their Gifts,Sarah Knowles Bolton,Philanthropists,NA,NA,43,101964,English,2015-12-27
773,"The Girl's Own Paper, Vol. XX, No. 988, December 3, 1898",Various,Children's literature -- Periodicals,NA,NA,4,17,English,2015-12-27
774,Contagion,Katherine MacLean,Science fiction,Diseases -- Fiction,Space colonies -- Fiction,121,11076,English,2015-12-27
775,Twenty Years' Experience as a Ghost Hunter,Elliott O'Donnell,Ghosts,NA,NA,28,72695,English,2015-12-27
776,A Natural History for Young People: Our Animal Friends in Their Native Hom,Natural History for Young People: Our Animal Friends in Their Native Homes,Natural history -- Juvenile literature,NA,NA,16,89810,English,2015-12-27
777,Beautiful Birds,Edmund Selous,Birds -- Juvenile literature,Birds of paradise (Birds) -- Juvenile literature,NA,11,50977,English,2015-12-28
778,William of Malmesbury's Chronicle of the Kings of England,of Malmesbury William,Middle Ages -- Sources,"Great Britain -- History -- Norman period, 1066-1154",Great Britain -- History -- To 1066,230,228125,English,2015-12-28
779,Die jenische Sprache,Engelbert Wittich,Cant,German language -- Slang,NA,39,111807,German,2015-12-28
780,"Chambers's Journal of Popular Literature, Science, and Art, No. 723",Various,Periodicals,NA,NA,5,17687,English,2015-12-28
781,The Mystery Ship: A Story of the 'Q' Ships During the Great War,Westerman,"World War, 1914-1918 -- Naval operations -- Juvenile fiction",NA,NA,16,65431,English,2015-12-28
782,Des Imagistes: An Anthology,Ezra Pound,Imagist poetry,NA,NA,91,17,English,2015-12-28
783,The Alien,Raymond F. Jones,Science fiction,NA,NA,29,57010,English,2015-12-28
784,Novellivalikoima suomalaisten kirjailijain teoksista,Aukusti Valdemar Koskimies,"Short stories, Finnish",Finnish fiction -- Collections,NA,4,17,Finnish,2015-12-28
785,"The Land of the Boxers; or, China under the Allies",Gordon Casserly,China -- Description and travel,NA,NA,120,75153,English,2015-12-28
786,Cours de philosophie positive. (6/6),Auguste Comte,Positivism,NA,NA,21,17,French,2015-12-28
787,"Chambers's Journal of Popular Literature, Science, and Art, No. 724",Various,Periodicals,NA,NA,3,17787,English,2015-12-29
788,The Truth About German Atrocities,Anonymous,"World War, 1914-1918 -- Atrocities",NA,NA,10,17,English,2015-12-29
789,De Geest van China,Henri Borel,China -- Civilization,"Philosophy, Chinese",China -- Intellectual Life,19,50825,Dutch,2015-12-29
790,The Growth of Parliament and the War with Scotland (1216-1307),Robieson et al.,Great Britain. Parliament -- History -- To 1500,Great Britain -- History -- 13th century -- Sources,NA,7,43906,English,2015-12-30
791,The Angevins and the Charter (1154-1216),"Toyne, Bell, and Winbolt",Magna Carta,"Great Britain -- History -- Angevin period, 1154-1216 -- Sources",NA,13,17,English,2015-12-30
792,The Great Oakdale Mystery,Morgan Scott,Mystery and detective stories,Bank robberies -- Juvenile fiction,NA,11,51183,English,2015-12-30
793,Cousin Lucy's Conversations,Jacob Abbott,Conduct of life -- Juvenile fiction,Children's stories,Children -- Conduct of life -- Juvenile fiction,10,33389,English,2015-12-30
794,The Haunted Ship,Kate Marion Tucker,Vacations -- Juvenile fiction,Maine -- Juvenile fiction,Mystery fiction,182,17,English,2015-12-30
795,"The Girl's Own Paper, Vol. XX, No. 990, December 17, 1898",Various,Children's literature -- Periodicals,NA,NA,3,20470,English,2015-12-30
796,Shipping Clerk,Joseph Samachson,Science fiction,Short stories,Poor -- Fiction,9,5905,English,2015-12-30
797,Tagalog Texts with Grammatical Analysis,Leonard Bloomfield,Tagalog language -- Texts,Tagalog language -- Grammar,NA,55,155914,English,2015-12-30
798,"The Girl's Own Paper, Vol. XX, No. 991, December 24, 1898",Various,Children's literature -- Periodicals,NA,NA,3,22656,English,2015-12-30
799,The River Motor Boat Boys on the Rio Grande: In Defense of the Rambler,Gordon,Boats and boating -- Juvenile fiction,Motorboats -- Juvenile fiction,Rio Grande (Colo.-Mexico and Tex.) -- Juvenile fiction,5,47994,English,2015-12-30
800,Bimmie Says,Sydney J. Van Scyoc,Science fiction,Short stories,Diary fiction,15,2897,English,2015-12-30
801,"Narrative and Critical History of America, Vol. 1 (of 8)",Justin Winsor,America -- Discovery and exploration,United States -- History,America -- History,30,335031,English,2015-12-31
802,A City Near Centaurus,William R. Doede,Science fiction,Short stories,Extraterrestrial beings -- Fiction,14,5045,English,2015-12-31
803,"The Mentor: Painters of Western Life, Vol 3, Num. 9, Serial No. 85, June 1","e Mentor: Painters of Western Life, Vol 3, Num. 9, Serial No. 85, June 15,",Painting -- United States,West (U.S.) -- In art,NA,11,8889,English,2015-12-31
804,Kaukainen onni: Kertomus etsijän ikävästä,Arvi Järventaus,Finnish fiction -- 20th century,NA,NA,4,17,Finnish,2015-12-31
805,À Angora auprès de Mustafa Kemal,Alaeddine Haïdar,Turkey -- Description and travel,"Atatürk, Kemal, 1881-1938",Kemalism,14,17,French,2015-12-31
806,Pagine sparse,Edmondo De Amicis,Italian fiction,"Short stories, Italian",NA,11,14476,Italian,2015-12-31
807,"True Stories of the Great War, Volume 5 (of 6)",Francis Trevelyan Miller,"World War, 1914-1918 -- Personal narratives",NA,NA,17,107678,English,2015-12-31
808,Eutropius,active 4th century Eutropius,Rome -- History,NA,NA,29,82216,English,2015-12-31
809,"Harper's Young People, December 27, 1881",Various,"Children's periodicals, American",NA,NA,0,15607,English,2015-12-31
810,Patience Worth: A Psychic Mystery,Casper S. Yost,Parapsychology -- Investigation,"Worth, Patience (Spirit)","Curran, Pearl Lenore Pollard, 1883-1937",21,49459,English,2015-12-31
811,What Happened at Quasi: The Story of a Carolina Cruise,George Cary Eggleston,Adventure stories,Friendship -- Juvenile fiction,Camping -- Juvenile fiction,24,77039,English,2015-12-31
812,"The story of my struggles: the memoirs of Arminius Vambéry, Volume 1",Vámbéry,"Vámbéry, Ármin, 1832-1913",NA,NA,21,55527,English,2015-12-31
813,Thibaut und Savigny,Jacques Stern,Jurisprudence,"Thibaut, Anton Friedrich Justus, 1772-1840","Savigny, Friedrich Karl von, 1779-1861",12,82316,German,2016-01-01
814,Prize Money,Quincy Wright,Privateering,Prizes (Property captured at sea),Prize law,10,31791,English,2016-01-01
815,"Oxford Poetry, 1917","Wilfred Rowland Childe, T. W. Earp, and Dorothy L. Sayers",English poetry -- 20th century,"College verse, English -- England -- Oxford",NA,15,17,English,2016-01-01
816,Dick Kent with the Eskimos,M. M. Oblinger,Adventure stories,Eskimos -- Juvenile fiction,Royal Canadian Mounted Police -- Juvenile fiction,10,49897,English,2016-01-01
817,"Juvenile Sports; or, Youth's Pastimes",Anonymous,Games -- Juvenile poetry,Sports for children -- Juvenile poetry,Amusements -- Juvenile poetry,5,362,English,2016-01-01
818,How to Make Friends,Jim Harmon,Science fiction,Short stories,Mars (Planet) -- Fiction,25,0,English,2016-01-01
819,A Bad Day for Sales,Fritz Leiber,Science fiction,Short stories,New York (N.Y.) -- Fiction,36,2333,English,2016-01-01
820,Mrs. Dot: A Farce,W. Somerset Maugham,Triangles (Interpersonal relations) -- Drama,Widows -- Drama,English drama -- 20th century,20,17,English,2016-01-01
821,The Causes of the Successes of the Ottoman Turks,J. Surtees Phillpotts,Turkey -- History -- 1288-1453,NA,NA,20,5891,English,2016-01-01
822,Mammals of the Southwest Mountains and Mesas,George Olin,"Mammals -- Southwest, New",NA,NA,34,55080,English,2016-01-01
823,The Flying Boys in the Sky,Edward Sylvester Ellis,Air pilots -- Juvenile fiction,Airplanes -- Juvenile fiction,NA,10,59974,English,2016-01-01
824,"The Flying Machine Boys on Secret Service; Or, The Capture in the Air",Walton,Kidnapping -- Juvenile fiction,Mystery and detective stories,Aeronautics -- Juvenile fiction,9,51681,English,2016-01-01
825,"Newark's Last Fifteen Years, 1904-1919. The Story in Outli","wark's Last Fifteen Years, 1904-1919. The Story in Outline",Newark (N.J.) -- History,NA,NA,3,18072,English,2016-01-02
826,The Moons of Mars,Dean Evans,Science fiction,Short stories,Detective and mystery stories,17,6403,English,2016-01-02
827,Orphans of the Void,Michael Shaara,Science fiction,Short stories,Robots -- Fiction,20,7108,English,2016-01-02
828,The Bark Canoes and Skin Boats of North America,Adney and Chapelle,Indians of North America -- Boats,Canoes and canoeing -- North America,Skin boats -- North America,119,17,English,2016-01-02
829,Onnen kultapoika: Romaani. 1/2,Mór Jókai,Hungarian fiction -- Translations into Finnish,NA,NA,3,59535,Finnish,2016-01-02
830,Onnen kultapoika: Romaani. 2/2,Mór Jókai,Hungarian fiction -- Translations into Finnish,NA,NA,0,65882,Finnish,2016-01-02
831,The River Motor Boat Boys on the Yukon: The Lost Mine of Rainbow Bend,Gordon,Boats and boating -- Juvenile fiction,Motorboats -- Juvenile fiction,Yukon River (Yukon and Alaska) -- Juvenile fiction,12,55103,English,2016-01-02
832,An Australian Girl,Catherine Martin,Australia -- Fiction,Young women -- Fiction,Married women -- Fiction,19,186887,English,2016-01-02
833,Die Majoratsherren,Freiherr von Ludwig Achim Arnim,German fiction -- 19th century,NA,NA,20,13101,German,2016-01-03
834,The Awakening,Jack Sharkey,Science fiction,Short stories,NA,18,17,English,2016-01-03
835,The Luckiest Man in Denv,C. M. Kornbluth,Science fiction,Short stories,War stories,42,17,English,2016-01-03
836,"Princess Napraxine, Volume 2 (of 3)",Ouida,Fiction,NA,NA,7,17,English,2016-01-03
837,"The story of my struggles: the memoirs of Arminius Vambéry, Volume 2",Vámbéry,"Vámbéry, Ármin, 1832-1913",NA,NA,16,61664,English,2016-01-03
838,"Contes populaires de Lorraine, comparés avec les contes des autres provinces ","ntes populaires de Lorraine, comparés avec les contes des autres provinces de",Tales -- France -- Lorraine,Folklore -- France -- Lorraine,"Folk literature, French -- France -- Lorraine -- Themes, motives",16,17,French,2016-01-03
839,"The Chronicles of Enguerrand de Monstrelet, Vol. 01 [of 13]",Monstrelet,"Hundred Years' War, 1339-1453",Europe -- History -- 476-1492 -- Sources,"France -- History -- House of Valois, 1328-1589",23,94441,English,2016-01-04
840,Higher Education for Women in Great Britain,Phoebe Sheavyn,Women -- Education (Higher) -- Great Britain,Women college students -- Great Britain,"Education, Higher -- Great Britain",8,17,English,2016-01-04
841,"Chambers's Journal of Popular Literature, Science, and Art, No. 725, Novemb","ambers's Journal of Popular Literature, Science, and Art, No. 725, November",Periodicals,NA,NA,1,18021,English,2016-01-04
842,Green Grew the Lasses,Ruth Laura Wainwright,Science fiction,Short stories,Extraterrestrial beings -- Fiction,11,3576,English,2016-01-04
843,"The Mentor: Angels in Art, Vol. 1, Num. 40",John Charles Van Dyke,Angels in art,NA,NA,10,6710,English,2016-01-04
844,Proof of the Pudding,Robert Sheckley,Science fiction,Short stories,Apocalyptic fiction,41,2932,English,2016-01-04
845,Schriften 13: Märchen; Dramatische Gedichte; Fragmente,Ludwig Tieck,German literature,NA,NA,5,65394,German,2016-01-04
846,Mechanics of the Household,E. S. Keene,Plumbing,Heating,Lighting,35,124942,English,2016-01-04
847,Tea Tray in the Sky,Evelyn E. Smith,Science fiction,Short stories,Manners and customs -- Fiction,16,5065,English,2016-01-05
848,Soldier Boy,Michael Shaara,Science fiction,War stories,Soldiers -- Fiction,23,8611,English,2016-01-05
849,"Princess Napraxine, Volume 3 (of 3)",Ouida,Fiction,NA,NA,5,72532,English,2016-01-05
850,"Old Court Life in France, vol. 2/2",Frances Minto Dickinson Elliot,France -- Court and courtiers,NA,NA,9,17,English,2016-01-05
851,Evankeliumin alku eli Jeesuksen syntyminen ihmisestä ja jumalasta,Järnefelt,Jesus Christ,NA,NA,1,17,Finnish,2016-01-05
852,"The Bells, and Other Poems",Edgar Allan Poe,"Fantasy poetry, American",NA,NA,73,17,English,2016-01-05
853,Ticonderoga: A Story of Early Frontier Life in the Mohawk Valley,G. P. R. James,"United States -- History -- French and Indian War, 1754-1763 -- Fiction","Ticonderoga (N.Y.) -- History -- French and Indian War, 1754-1763 -- Fiction",NA,18,128636,English,2016-01-05
854,"Mary of Burgundy; or, The Revolt of Ghent",G. P. R. James,"Marie, Duchess of Burgundy, 1457-1482 -- Fiction",NA,NA,10,179380,English,2016-01-06
855,"The Man-at-Arms; or, Henry De Cerons. Volumes I and II",G. P. R. James,Huguenots -- Fiction,NA,NA,9,17,English,2016-01-06
856,"Charles Tyrrell; or, The Bitter Blood. Volumes I and II",G. P. R. James,England -- Social life and customs -- 19th century -- Fiction,Murder -- Fiction,NA,6,122548,English,2016-01-06
857,St. Paul's Epistles to the Colossians and Philemon,J. B. Lightfoot,Bible. Colossians -- Commentaries,Bible. Philemon -- Commentaries,"Bible. Colossians -- Criticism, interpretation, etc.",63,214598,English,2016-01-06
858,"Heidelberg: A Romance. Volumes I, II & III",G. P. R. James,"Frederick I, King of Bohemia, 1596-1632 -- Fiction","Palatinate (Germany) -- History -- Frederick V, 1610-1623 -- Fiction",NA,7,172837,English,2016-01-06
859,"The Mentor: Joan of Arc, v. 3, Num. 22, Serial No. 98, January 1, 1916",Tarbell,"Joan, of Arc, Saint, 1412-1431",NA,NA,12,9375,English,2016-01-06
860,The Ottoman Turks and the Routes of Oriental Trade by Albert Howe L,r,Commerce -- History,Turkey -- History,Trade routes,27,6297,English,2016-01-06
861,Der Jungbrunnen: Neue Märchen von einem fahrenden Schüler,Paul Heyse,"Short stories, German",German fiction -- 19th century,NA,16,44953,German,2016-01-06
862,Dolly and Molly and the Farmer Man,Elizabeth Gordon,Twins -- Juvenile fiction,Farmers -- Juvenile fiction,Hay -- Harvesting -- Juvenile fiction,11,407,English,2016-01-07
863,Alien Minds,E. Everett Evans,Science fiction,Extraterrestrial beings -- Fiction,Telepathy -- Fiction,30,67809,English,2016-01-07
864,A Story of the Telegraph,John Murray,Telegraph -- History,"Cables, Submarine -- History",Telegraph -- Canada -- History,17,52329,English,2016-01-07
865,The German Pirate: His Methods and Record,Ajax,"World War, 1914-1918 -- Naval operations -- Submarine",NA,NA,7,24296,English,2016-01-07
866,The Life and Reign of Edward I.,Robert Benton Seeley,Great Britain -- Kings and rulers -- Biography,"Great Britain -- History -- Edward I, 1272-1307","Edward I, King of England, 1239-1307",7,109946,English,2016-01-07
867,Mitä on jumalanpalvelus?,Arvid Järnefelt,Jesus Christ,NA,NA,0,17,Finnish,2016-01-07
868,The Highest Mountain,Bryce Walton,Science fiction,Short stories,Mars (Planet) -- Fiction,10,6032,English,2016-01-07
869,A Gleeb for Earth,Charles Schafhauser,Science fiction,Short stories,Epistolary fiction,11,5015,English,2016-01-07
870,Briefe aus Frankfurt und Paris 1848-1849 (1/2),Friedrich von Raumer,France -- Politics and government -- 1848-1852,Germany -- Politics and government -- 1848-1849,Germany -- Foreign relations -- France,7,78474,German,2016-01-07
871,Karoliinit: Kertomuksia,Verner von Heidenstam,Swedish fiction -- Translations into Finnish,"Sweden -- History -- Charles XII, 1697-1718 -- Fiction","Charles XII, King of Sweden, 1682-1718 -- Fiction",4,17,Finnish,2016-01-07
872,Not Fit for Children,Evelyn E. Smith,Science fiction,Short stories,Extraterrestrial beings -- Fiction,13,17,English,2016-01-07
873,Mediaeval Church Vaulting,Clarence Ward,Church architecture,"Architecture, Medieval",Vaults (Architecture),30,59723,English,2016-01-07
874,"Humour, Wit, & Satire of the Seventeenth Century",John Ashton,English wit and humor,"English literature -- Early modern, 1500-1700",Great Britain -- Civilization -- 17th century -- Literary collections,60,127063,English,2016-01-07
875,The Business Library: What it is and what it does,Louise B. Krause,Business libraries,NA,NA,8,24752,English,2016-01-07
876,Earthbound,Lester Del Rey,Science fiction,Short stories,Wandering Jew -- Fiction,40,684,English,2016-01-08
877,Education of a Martian,Joseph Shallit,Science fiction,Short stories,Martians -- Fiction,13,17,English,2016-01-08
878,Beadle's Dime Song Book No. 5,Various,"Songs, English -- Texts",Songbooks,NA,6,18284,English,2016-01-08
879,A Baptist Abroad: Travels and Adventures of Europe and all Bible Lands,Whittle,Middle East -- Description and travel,Europe -- Description and travel,NA,16,118710,English,2016-01-09
880,Treatise on Thermodynamics,Max Planck,Thermodynamics,NA,NA,117,17,English,2016-01-09
881,'Possum,Mary Grant Bruce,Country life -- Australia -- Juvenile fiction,NA,NA,27,72107,English,2016-01-08
882,Introduction to the Study of Palæontological Botany,John Hutton Balfour,Paleobotany,NA,NA,27,32475,English,2016-01-09
883,"Narrative and Critical History of America, Vol. 2 (of 8)",Justin Winsor,America -- Discovery and exploration,United States -- History,America -- History,52,327832,English,2016-01-09
884,Today is Forever,Roger D. Aycock,Science fiction,Short stories,Extraterrestrial beings -- Fiction,9,3896,English,2016-01-09
