,Title,Author,Subject1,Subject2,Subject3,Num_Downloads,Word_Count,Language,Release_Date
0,The Declaration of Independence of the United States of America,Thomas Jefferson,"United States -- History -- Revolution, 1775-1783 -- Sources",United States. Declaration of Independence,NA,952,15879,English,1971-12-01
1,The United States Bill of Rights,United States,Civil rights -- United States -- Sources,United States. Constitution. 1st-10th Amendments,NA,217,1557,English,1972-12-01
2,John F. Kennedy's Inaugural Address,John F. Kennedy,United States -- Foreign relations -- 1961-1963,Presidents -- United States -- Inaugural addresses,NA,61,2530,English,1973-11-01
3,Lincoln's Gettysburg Address,Abraham Lincoln,Consecration of cemeteries -- Pennsylvania -- Gettysburg,"Soldiers' National Cemetery (Gettysburg, Pa.)","Lincoln, Abraham, 1809-1865. Gettysburg address",86,1430,English,1973-11-01
4,The United States Constitution,United States,United States -- Politics and government -- 1783-1789 -- Sources,United States. Constitution,NA,286,17,English,1975-12-01
5,Give Me Liberty or Give Me Death,Patrick Henry,"Speeches, addresses, etc., American",United States -- Politics and government -- 1775-1783 -- Sources,Virginia -- Politics and government -- 1775-1783 -- Sources,139,17,English,1976-12-01
6,The Mayflower Compact,NA,"Massachusetts -- History -- New Plymouth, 1620-1691 -- Sources",Pilgrims (New Plymouth Colony),Mayflower Compact (1620),57,17,English,1977-12-01
7,Abraham Lincoln's Second Inaugural Address,Abraham Lincoln,United States -- Politics and government -- 1861-1865,Presidents -- United States -- Inaugural addresses,NA,41,786,English,1978-12-01
8,Abraham Lincoln's First Inaugural Address,Abraham Lincoln,United States -- Politics and government -- 1861-1865,Presidents -- United States -- Inaugural addresses,NA,78,3711,English,1979-12-01
9,The King James Version of the Bible,NA,Bible,NA,NA,3873,821517,English,1989-08-01
10,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy fiction,Children's stories,Imaginary places -- Juvenile fiction,21734,26473,English,2008-06-27
11,Through the Looking-Glass,Lewis Carroll,Fantasy fiction,Children's stories,Imaginary places -- Juvenile fiction,3143,29632,English,2008-06-25
12,The Hunting of the Snark: An Agony in Eight Fits,Lewis Carroll,"Nonsense verses, English",NA,NA,244,5205,English,2008-06-25
13,The 1990 CIA World Factbook,United States. Central Intelligence Agency,"World politics -- Handbooks, manuals, etc.","Geography -- Handbooks, manuals, etc.","Political science -- Handbooks, manuals, etc.",89,240555,English,1991-04-01
14,"Moby-Dick; or, The Whale",Herman Melville,Whaling -- Fiction,Sea stories,Psychological fiction,885,212514,English,1991-05-01
15,Peter Pan,J. M. Barrie,Fantasy literature,Peter Pan (Fictitious character) -- Fiction,Never-Never Land (Imaginary place) -- Fiction,6458,47278,English,2008-06-25
16,The Book of Mormon,Church of Jesus Christ of Latter-day Saints and Smith,Church of Jesus Christ of Latter-day Saints -- Sacred books,Mormon Church -- Sacred books,NA,326,275786,English,2008-06-25
17,The Federalist Papers,"Alexander Hamilton, John Jay, and James Madison",Constitutional history -- United States -- Sources,Constitutional law -- United States,NA,288,196263,English,1991-08-01
18,The Song of Hiawatha,Henry Wadsworth Longfellow,Indians of North America -- Poetry,"Hiawatha, active 15th century -- Poetry",Iroquois Indians -- Kings and rulers -- Poetry,365,32147,English,2004-06-01
19,Paradise Lost,John Milton,Fall of man -- Poetry,Adam (Biblical figure) -- Poetry,Eve (Biblical figure) -- Poetry,1471,17,English,1991-10-01
20,Aesop's Fables,Aesop,"Fables, Greek -- Translations into English",Aesop's fables -- Translations into English,NA,1388,17,English,2008-06-25
21,Roget's Thesaurus,Peter Mark Roget,English language -- Synonyms and antonyms,NA,NA,476,197142,English,1991-12-01
22,"Narrative of the Life of Frederick Douglass, an American Slave",Douglass,"Douglass, Frederick, 1818-1895",African American abolitionists -- Biography,Abolitionists -- United States -- Biography,9736,17,English,2006-01-12
23,O Pioneers!,Willa Cather,Nebraska -- Fiction,Historical fiction,Frontier and pioneer life -- Nebraska -- Fiction,1037,55626,English,2008-06-27
24,The 1991 CIA World Factbook,United States. Central Intelligence Agency,"World politics -- Handbooks, manuals, etc.","Geography -- Handbooks, manuals, etc.","Political science -- Handbooks, manuals, etc.",86,251351,English,1992-02-01
25,Paradise Lost,John Milton,Fall of man -- Poetry,Adam (Biblical figure) -- Poetry,Eve (Biblical figure) -- Poetry,2169,80264,English,1992-02-01
26,Far from the Madding Crowd,Thomas Hardy,Didactic fiction,Love stories,Triangles (Interpersonal relations) -- Fiction,183,137184,English,1992-03-01
27,The Fables of Aesop,Aesop,Aesop's fables -- Adaptations,"Fables, Greek -- Adaptations",NA,548,17,English,1992-03-01
28,The 1990 United States Census,United States. Bureau of the Census,United States -- Population -- Statistics,United States -- Census,Housing -- United States -- Statistics,25,17,English,1992-04-01
29,"The Bible, King James Version, Complete",NA,Bible,NA,NA,254,821281,English,1992-04-01
30,Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles,Tragedies,Antigone (Mythological character) -- Drama,Oedipus (Greek mythological figure) -- Drama,1412,37472,English,2006-03-08
31,Herland,Charlotte Perkins Gilman,Utopias -- Fiction,Women -- Fiction,Utopian fiction,1420,17,English,2008-06-27
32,The Scarlet Letter,Nathaniel Hawthorne,Adultery -- Fiction,Historical fiction,Revenge -- Fiction,671,83028,English,1992-06-01
33,Zen and the Art of the Internet,Brendan P. Kehoe,Internet,Computer networks,Information networks,54,17,English,1992-06-01
34,The Time Machine,H. G. Wells,Science fiction,Time travel -- Fiction,Dystopias -- Fiction,7360,32464,English,2004-10-02
35,The War of the Worlds,H. G. Wells,Science fiction,War stories,Martians -- Fiction,5733,60088,English,2004-10-01
36,The 1990 United States Census [2nd],United States. Bureau of the Census,United States -- Population -- Statistics,United States -- Census,Housing -- United States -- Statistics,17,22425,English,1992-08-01
37,"The Jargon File, Version 2.9.10, 01 Jul 1992",Eric S. Raymond and Guy L. Steele,Electronic data processing -- Terminology -- Humor,Computers -- Humor,Computers -- Slang -- Dictionaries,41,168348,English,1992-08-01
38,Hitchhiker's Guide to the Internet,Ed Krol,Internet,Computer networks,NA,66,7492,English,1992-09-01
39,NorthWestNet User Services Internet Resource Guide (NUSIRG),Jonathan Kochmer,Internet,NA,NA,49,17,English,1992-09-01
40,The Legend of Sleepy Hollow,Washington Irving,Ghosts -- Fiction,New York (State) -- History -- 1775-1865 -- Fiction,NA,4925,17,English,2008-06-27
41,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Science fiction,Horror tales,London (England) -- Fiction,1290,17,English,1992-10-01
42,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Science fiction,Horror tales,London (England) -- Fiction,11516,25645,English,2008-06-27
43,The Song of the Lark,Willa Cather,Musical fiction,Young women -- Fiction,Bildungsromans,205,17,English,2008-06-27
44,Anne of Green Gables,L. M. Montgomery,Orphans -- Fiction,Islands -- Fiction,Friendship -- Fiction,7795,102536,English,2008-06-27
45,A Christmas Carol in Prose; Being a Ghost Story of Christmas,Charles Dickens,Christmas stories,London (England) -- Fiction,Poor families -- Fiction,12306,28693,English,2004-08-11
46,Anne of Avonlea,L. M. Montgomery,Orphans -- Fiction,Islands -- Fiction,Teachers -- Fiction,1550,91098,English,2006-03-08
47,The 1992 CIA World Factbook,United States. Central Intelligence Agency,"World politics -- Handbooks, manuals, etc.","Geography -- Handbooks, manuals, etc.","Political science -- Handbooks, manuals, etc.",45,286202,English,1993-01-01
48,Surfing the Internet: An Introduction,Jean Armour Polly,Internet addresses -- Directories,Computer network resources -- Directories,Electronic mail systems -- Directories,42,17,English,1993-01-01
49,Pi,Scott Hemphill,Mathematics,Pi,NA,82,5668,English,1993-01-01
50,Anne of the Island,L. M. Montgomery,Orphans -- Fiction,Prince Edward Island -- History -- 20th century -- Fiction,Interpersonal relations -- Fiction,1214,17,English,2006-03-08
51,The Square Root of 2,Stan Kerr,Mathematics,Square root,NA,19,17,English,1993-02-01
52,"Workshop on Electronic Texts: Proceedings, 9-10 June 1992",Library of Congress,Text processing (Computer science) -- Congresses,Electronic books,Electronic publishing -- Congresses,29,17,English,1993-02-01
53,The Marvelous Land of Oz,L. Frank Baum,Oz (Imaginary place) -- Juvenile fiction,Fantasy literature,Conduct of life -- Juvenile fiction,627,41671,English,1993-02-01
54,The Wonderful Wizard of Oz,L. Frank Baum,Oz (Imaginary place) -- Juvenile fiction,Fantasy literature,Courage -- Juvenile fiction,7789,39662,English,1993-02-01
55,NREN for All: Insurmountable Opportunity,Jean Armour Polly,Internet,National Research and Education Network (Computer network),NA,13,17,English,1993-03-01
56,Aladdin and the Magic Lamp,Unknown,Fairy tales,Children's stories,Arabs -- Folklore,300,5297,English,1993-03-01
57,Paradise Regained,John Milton,English poetry,Epic poetry,Bible. Gospels -- History of Biblical events -- Poetry,149,17,English,1993-03-01
58,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Tru,scourse on the Method of Rightly Conducting One's Reason and of Seeking Truth,Science -- Methodology,Methodology,NA,1633,23075,English,1993-03-01
59,The Scarlet Pimpernel,Baroness Emmuska Orczy Orczy,Historical fiction,"France -- History -- Revolution, 1789-1799 -- Fiction",Adventure stories,1418,85764,English,2006-03-08
60,The Communist Manifesto,Friedrich Engels and Karl Marx,Socialism,Communism,NA,4291,17,English,2005-01-25
61,A Princess of Mars,Edgar Rice Burroughs,Science fiction,Mars (Planet) -- Fiction,Princesses -- Fiction,1502,67426,English,1993-04-01
62,"The Number ""e""",Unknown,Mathematics,Mathematical constants,NA,28,17,English,1993-04-01
63,The Gods of Mars,Edgar Rice Burroughs,Science fiction,Mars (Planet) -- Fiction,Life on other planets -- Fiction,375,82753,English,1993-05-01
64,"The First 100,000 Prime Numbers",Unknown,Mathematics,"Numbers, Prime",NA,54,17,English,1993-05-01
65,The Dawn of Amateur Radio in the U.K. and Greece: A Personal View,Norman F. Joly,Radio broadcasting,NA,NA,40,31125,English,1993-05-01
66,The Black Experience in America,Norman Coombs,African Americans -- History,Slavery -- United States -- History,NA,57,17,English,1993-05-01
67,Warlord of Mars,Edgar Rice Burroughs,Science fiction,Mars (Planet) -- Fiction,"Carter, John (Fictitious character) -- Fiction",273,17,English,1993-06-01
68,The 32nd Mersenne Prime,David Slowinski,"Numbers, Prime",Number theory,NA,24,17,English,1993-06-01
69,What Is Man? and Other Essays,Mark Twain,American essays,NA,NA,915,94488,English,2004-09-13
70,On the Duty of Civil Disobedience,Henry David Thoreau,Civil disobedience,"Government, Resistance to",NA,1321,9368,English,1993-06-01
71,"Thuvia, Maid of Mars",Edgar Rice Burroughs,Science fiction,Martians -- Fiction,Mars (Planet) -- Fiction,205,47155,English,1993-07-01
72,The Red Badge of Courage: An Episode of the American Civil War,Stephen Crane,Historical fiction,War stories,"United States -- History -- Civil War, 1861-1865 -- Fiction",2215,46169,English,1993-07-01
73,"The Adventures of Tom Sawyer, Complete",Mark Twain,Humorous stories,Bildungsromans,Boys -- Fiction,7771,17,English,2004-07-01
74,E-mail 101,John E. Goodwin,Electronic mail systems,NA,NA,370,17,English,1993-07-01
75,Adventures of Huckleberry Finn,Mark Twain,Humorous stories,Bildungsromans,Boys -- Fiction,11964,111242,English,2004-06-29
76,The House of the Seven Gables,Nathaniel Hawthorne,Historical fiction,Domestic fiction,Paranormal fiction,826,104890,English,1993-08-01
77,Tarzan of the Apes,Edgar Rice Burroughs,Tarzan (Fictitious character) -- Fiction,Africa -- Fiction,Fantasy fiction,956,85796,English,1993-08-01
78,Terminal Compromise,Winn Schwartau,Computer security -- Fiction,Didactic fiction,"Privacy, Right of -- Fiction",41,216498,English,1993-08-01
79,The Online World,Odd De Presno,Internet,NA,NA,36,17,English,1993-09-01
80,The Return of Tarzan,Edgar Rice Burroughs,Tarzan (Fictitious character) -- Fiction,Fantasy fiction,Adventure stories,312,89229,English,1993-09-01
81,Ivanhoe: A Romance,Walter Scott,Historical fiction,Knights and knighthood -- Fiction,Love stories,1469,17,English,2008-06-25
82,"From the Earth to the Moon; and, Round the Moon",Jules Verne,Science fiction,Space flight to the moon -- Fiction,Moon -- Fiction,659,91511,English,1993-09-01
83,"Frankenstein; Or, The Modern Prometheus",Mary Wollstonecraft Shelley,Science fiction,Horror tales,Gothic fiction,64647,75051,English,1993-10-01
84,The Beasts of Tarzan,Edgar Rice Burroughs,Tarzan (Fictitious character) -- Fiction,Fantasy fiction,Jungle animals -- Fiction,174,63549,English,1993-10-01
85,A Connecticut Yankee in King Arthur's Court,Mark Twain,Fantasy fiction,Satire,Knights and knighthood -- Fiction,1908,17,English,2004-07-07
86,The 1993 CIA World Factbook,United States. Central Intelligence Agency,"World politics -- Handbooks, manuals, etc.","Geography -- Handbooks, manuals, etc.","Political science -- Handbooks, manuals, etc.",62,17,English,1993-10-01
87,Price/Cost Indexes from 1875 to 1989; Estimated to 2010,Michael Hart,Cost and standard of living,NA,NA,16,17,English,1993-11-01
88,"North American Free Trade Agreement, 1992 Oct. 7 Tariff Phasing Descriptio","rth American Free Trade Agreement, 1992 Oct. 7 Tariff Phasing Descriptions","Canada. Treaties, etc. 1992 Oct. 7",Tariff -- Law and legislation -- North America,Free trade -- North America,30,17,English,1993-11-01
89,The Son of Tarzan,Edgar Rice Burroughs,Tarzan (Fictitious character) -- Fiction,Fantasy fiction,Adventure stories,135,94600,English,1993-11-01
90,Tom Sawyer Abroad,Mark Twain,Adventure stories,"Sawyer, Tom (Fictitious character) -- Fiction",Balloon ascensions -- Fiction,129,17,English,2004-09-14
91,Tarzan and the Jewels of Opar,Edgar Rice Burroughs,Tarzan (Fictitious character) -- Fiction,Fantasy fiction,Adventure stories,136,66018,English,1993-12-01
92,"Tom Sawyer, Detective",Mark Twain,"Sawyer, Tom (Fictitious character) -- Fiction",Mystery fiction,NA,200,23169,English,2004-09-14
93,Alexander's Bridge,Willa Cather,Civil engineers -- Fiction,London (England) -- Fiction,Psychological fiction,52,28710,English,2006-03-08
94,The Prisoner of Zenda,Anthony Hope,Impostors and imposture -- Fiction,Adventure stories,British -- Foreign countries -- Fiction,456,0,English,2006-01-09
95,The Monster Men,Edgar Rice Burroughs,Science fiction,Fantasy fiction,NA,82,57691,English,1994-01-01
96,Flatland: A Romance of Many Dimensions,Edwin Abbott Abbott,Fourth dimension,NA,NA,318,17,English,1994-01-01
97,A Tale of Two Cities,Charles Dickens,Historical fiction,"France -- History -- Revolution, 1789-1799 -- Fiction",London (England) -- History -- 18th century -- Fiction,18159,135815,English,1994-01-01
98,Collected Articles of Frederick Douglass,Frederick Douglass,"Douglass, Frederick, 1818-1895",Slavery,African American abolitionists,143,8147,English,1994-01-01
99,The Complete Works of William Shakespeare,William Shakespeare,"English drama -- Early modern and Elizabethan, 1500-1600",NA,NA,2873,958279,English,1994-01-01
100,The Hacker Crackdown: Law and Disorder on the Electronic Frontier,Bruce Sterling,Computer crimes -- United States,Telephone -- Corrupt practices -- United States,Computer programming -- Corrupt practices -- United States,187,101772,English,1994-01-01
101,The Tragedy of Pudd'nhead Wilson,Mark Twain,Impostors and imposture -- Fiction,Missouri -- Fiction,Trials (Murder) -- Fiction,1438,53433,English,2004-09-14
102,Around the World in Eighty Days,Jules Verne,Adventure stories,Voyages around the world -- Fiction,NA,6931,63347,English,1994-01-01
103,Inaugural Address of Franklin Delano Roosevelt,Franklin D. Roosevelt,United States -- Politics and government -- 1933-1945,Presidents -- United States -- Inaugural addresses,"New Deal, 1933-1939",22,1949,English,1994-02-01
104,Persuasion,Jane Austen,England -- Social life and customs -- 19th century -- Fiction,Psychological fiction,Young women -- Fiction,4163,83360,English,1994-02-01
105,Jungle Tales of Tarzan,Edgar Rice Burroughs,Tarzan (Fictitious character) -- Fiction,Africa -- Fiction,Fantasy fiction,168,74152,English,1994-02-01
106,Far from the Madding Crowd,Thomas Hardy,Didactic fiction,Love stories,Triangles (Interpersonal relations) -- Fiction,852,137111,English,1994-02-01
107,The Return of Sherlock Holmes,Arthur Conan Doyle,"Holmes, Sherlock (Fictitious character) -- Fiction","Detective and mystery stories, English",NA,1638,112137,English,2006-03-08
108,"Renascence, and Other Poems",Edna St. Vincent Millay,American poetry,NA,NA,57,6765,English,1994-02-01
109,Tess of the d'Urbervilles: A Pure Woman,Thomas Hardy,Didactic fiction,Poor families -- Fiction,Children of the rich -- Fiction,2861,150054,English,1994-02-01
110,Freckles,Gene Stratton-Porter,Orphans -- Fiction,People with disabilities -- Fiction,Indiana -- Fiction,136,81767,English,2006-03-08
111,Violists,Richard McGowan,Short stories,Love stories,Fathers and daughters -- Fiction,16,17,English,1994-03-01
112,The Secret Garden,Frances Hodgson Burnett,Orphans -- Juvenile fiction,People with disabilities -- Juvenile fiction,Gardens -- Juvenile fiction,5072,80659,English,1994-03-01
113,The Tenniel Illustrations for Carroll's Alice in Wonderland,John Tenniel,Fantasy fiction,Children's stories,NA,417,599,English,1994-03-01
114,United States Census Figures Back to 1630,United States. Bureau of the Census,United States -- Population -- Statistics,United States -- Census,United States -- Statistics,14,199871,English,1994-03-01
115,Motion Pictures of the Apollo 11 Lunar Landing,United States,Project Apollo (U.S.),Apollo 11 (Spacecraft),Space flight to the moon,87,38,English,1994-03-01
116,Symphony No. 5 in C minor Opus 67,Ludwig van Beethoven,Music,NA,NA,14,17,English,1994-03-01
117,Big Dummy's Guide to the Internet,Electronic Frontier Foundation,Internet,Computer networks,NA,56,50844,English,1994-03-01
118,A Tramp Abroad,Mark Twain,Humorous stories,Europe -- Fiction,Americans -- Europe -- Fiction,735,156213,English,2004-06-19
119,Treasure Island,Robert Louis Stevenson,Sea stories,Pirates -- Fiction,Treasure troves -- Fiction,6641,68263,English,2006-02-26
120,Northanger Abbey,Jane Austen,England -- Social life and customs -- 19th century -- Fiction,Satire,England -- Fiction,3195,77222,English,1994-04-01
121,The Return of the Native,Thomas Hardy,Adultery -- Fiction,Didactic fiction,Love stories,412,142027,English,2006-03-08
122,At the Earth's Core,Edgar Rice Burroughs,Science fiction,Fantasy fiction,Adventure stories,151,49533,English,1994-04-01
123,Deuterocanonical Books of the Bible,Anonymous,Bible. Apocrypha,Apocryphal books (Old Testament),NA,154,147228,English,1994-04-01
124,A Girl of the Limberlost,Gene Stratton-Porter,Didactic fiction,Indiana -- Fiction,Domestic fiction,246,119993,English,2006-03-08
125,The Poison Belt,Arthur Conan Doyle,Science fiction,"Challenger, Professor (Fictitious character) -- Fiction",NA,160,29244,English,1994-04-01
126,"The Number ""e""",Jerry T. Bonnell and Robert J. Nemiroff,Mathematics,Mathematical constants,NA,87,201,English,1994-04-01
127,The Arabian Nights Entertainments,Andrew Lang,Fairy tales,Children's stories,Arabs -- Folklore,1325,111621,English,1994-05-01
128,The Square Root of 2,Jerry T. Bonnell and Robert J. Nemiroff,Mathematics,Square root,NA,29,125149,English,1994-05-01
129,Orthodoxy,G. K. Chesterton,Apologetics,"Chesterton, G. K. (Gilbert Keith), 1874-1936","Christianity -- Essence, genius, nature",944,63826,English,1994-05-01
130,The Pilgrim's Progress from this world to that which is to come,John Bunyan,Christian fiction,Christian pilgrims and pilgrimages -- Fiction,NA,1617,17,English,1994-05-01
131,The Art of War,active 6th century B.C. Sunzi,Military art and science -- Early works to 1800,War -- Early works to 1800,NA,2872,55113,English,1994-05-01
132,The Damnation of Theron Ware,Harold Frederic,Psychological fiction,Clergy -- Fiction,New York (State) -- Fiction,59,17,English,2006-03-08
133,"Maria; Or, The Wrongs of Woman",Mary Wollstonecraft,Autobiographical fiction,Feminist fiction,Women -- Fiction,432,45149,English,2006-03-08
134,Les Misérables,Victor Hugo,Historical fiction,Orphans -- Fiction,Paris (France) -- Fiction,5855,564959,English,2008-06-22
135,A Child's Garden of Verses,Robert Louis Stevenson,"Children's poetry, English",NA,NA,68,8192,English,1994-06-01
136,"Sara Crewe; Or, What Happened at Miss Minchin's Boarding School",Burnett,Orphans -- Juvenile fiction,Schools -- Juvenile fiction,Boarding schools -- Juvenile fiction,61,16627,English,2006-03-08
137,George Sand: Some Aspects of Her Life and Writings,René Doumic,"Sand, George, 1804-1876","Women novelists, French -- 19th century -- Biography",NA,50,68311,English,2006-03-11
138,The Lost World,Arthur Conan Doyle,"Challenger, Professor (Fictitious character) -- Fiction",Fantasy fiction,South America -- Fiction,1795,75793,English,1994-06-01
139,The Jungle,Upton Sinclair,Meat industry and trade -- Fiction,Working class -- Fiction,Political fiction,7285,17,English,2006-03-11
140,Mansfield Park,Jane Austen,England -- Fiction,Young women -- Fiction,Love stories,2468,17,English,1994-06-01
141,"The $30,000 Bequest, and Other Stories",Mark Twain,Short stories,"Humorous stories, American",United States -- Social life and customs -- Fiction,285,17,English,2004-09-14
142,The Mayor of Casterbridge,Thomas Hardy,Psychological fiction,Fathers and daughters -- Fiction,Men -- England -- Fiction,684,115261,English,2006-03-11
143,The Voyage Out,Virginia Woolf,Young women -- Fiction,Love stories,Bildungsromans,405,136359,English,2006-01-12
144,Middlemarch,George Eliot,Didactic fiction,City and town life -- Fiction,England -- Fiction,2538,316386,English,1994-07-01
145,A Little Princess,Frances Hodgson Burnett,Orphans -- Juvenile fiction,Schools -- Juvenile fiction,Boarding schools -- Juvenile fiction,2156,66391,English,1994-07-01
146,Common Sense,Thomas Paine,United States -- Politics and government -- 1775-1783,Political science -- Early works to 1800,Monarchy -- Early works to 1800,3686,22184,English,1994-07-01
147,The Autobiography of Benjamin Franklin,Benjamin Franklin,"Franklin, Benjamin, 1706-1790",Statesmen -- United States -- Biography,NA,1201,67288,English,1994-07-01
148,The Lost Continent,Edgar Rice Burroughs,Science fiction,Fantasy fiction,England -- Fiction,105,37863,English,1994-07-01
149,The Republic,Plato,Political science -- Early works to 1800,Utopias -- Early works to 1800,Justice -- Early works to 1800,361,17,English,1994-07-01
150,The Rime of the Ancient Mariner,Samuel Taylor Coleridge,Poetry,NA,NA,693,3916,English,2006-03-11
151,Wild Justice,Ruth M. Sprague,Sex discrimination -- Fiction,Universities and colleges -- Fiction,NA,25,59163,English,1994-08-01
152,Jude the Obscure,Thomas Hardy,Adultery -- Fiction,Didactic fiction,Love stories,897,17,English,1994-08-01
153,The Rise of Silas Lapham,William Dean Howells,Psychological fiction,Domestic fiction,Boston (Mass.) -- Fiction,292,128799,English,1994-08-01
154,The Moonstone,Wilkie Collins,England -- Fiction,Country homes -- Fiction,Police -- England -- Fiction,1361,194935,English,2006-01-12
155,"Symphony No. 5 in C minor, Opus 67",Ludwig van Beethoven,Music,NA,NA,17,69,English,1994-08-01
156,Daddy-Long-Legs,Jean Webster,Orphans -- Fiction,Boarding schools -- Fiction,Schools -- Fiction,479,17,English,1994-08-01
157,Emma,Jane Austen,Humorous stories,England -- Fiction,Young women -- Fiction,5671,17,English,1994-08-01
158,The Island of Doctor Moreau,H. G. Wells,Science fiction,Shipwreck survival -- Fiction,Animal experimentation -- Fiction,2057,43558,English,2004-10-14
159,"The Awakening, and Selected Short Stories",Kate Chopin,Adultery -- Fiction,Women -- Louisiana -- New Orleans -- Social conditions -- Fiction,Self-actualization (Psychology) -- Fiction,9282,64041,English,2006-03-11
160,Sense and Sensibility,Jane Austen,England -- Social life and customs -- 19th century -- Fiction,Inheritance and succession -- Fiction,England -- Fiction,5176,118870,English,1994-09-01
161,Take Me for a Ride: Coming of Age in a Destructive Cult,Mark E. Laxer,"Lenz, Frederick, 1950-",Cults -- United States,NA,60,63325,English,1994-09-01
162,Flower Fables,Louisa May Alcott,Short stories,"Children's stories, American",Fairy tales -- United States,213,34139,English,1994-09-01
163,Twenty Thousand Leagues under the Sea,Jules Verne,Science fiction,Submarines (Ships) -- Fiction,Sea stories,2415,103219,English,1994-09-01
164,McTeague: A Story of San Francisco,Frank Norris,Didactic fiction,Psychological fiction,Married people -- Fiction,258,112686,English,2006-03-12
165,Summer,Edith Wharton,Young women -- Fiction,Love stories,Guardian and ward -- Fiction,275,17,English,2006-03-12
166,American Hand Book of the Daguerreotype,S. D. Humphrey,Photography,Daguerreotype,NA,59,43150,English,1994-09-01
167,The History and Practice of the Art of Photography,Henry Hunt Snelling,Photography,Daguerreotype,NA,149,17,English,1994-10-01
168,The Well at the World's End: A Tale,William Morris,Fantasy fiction,Quests (Expeditions) -- Fiction,NA,257,17,English,1994-10-01
169,The Haunted Hotel: A Mystery of Modern Venice,Wilkie Collins,Venice (Italy) -- Fiction,Detective and mystery stories,Hotels -- Fiction,333,17,English,1994-10-01
170,Charlotte Temple,Mrs. Rowson,British -- New York (State) -- New York -- Fiction,Runaway teenagers -- Fiction,New York (N.Y.) -- Fiction,541,36658,English,2006-03-12
171,The Haunted Bookshop,Christopher Morley,Booksellers and bookselling -- Fiction,"Brooklyn (New York, N.Y.) -- Fiction",Mystery and detective stories,99,17,English,1994-10-01
172,The Insidious Dr. Fu Manchu,Sax Rohmer,Detective and mystery stories,"Fu Manchu, Doctor (Fictitious character) -- Fiction",Criminals -- Fiction,229,72772,English,1994-10-01
173,The Picture of Dorian Gray,Oscar Wilde,Didactic fiction,Supernatural -- Fiction,Conduct of life -- Fiction,16439,78992,English,1994-10-01
174,The Phantom of the Opera,Gaston Leroux,Horror tales,Musical fiction,Opera -- Fiction,1338,85570,English,1994-10-01
175,Roderick Hudson,Henry James,Man-woman relationships -- Fiction,Rome (Italy) -- Fiction,Americans -- Italy -- Fiction,74,131765,English,2006-03-12
176,The American,Henry James,Psychological fiction,Love stories,Widows -- Fiction,237,17,English,2006-03-12
177,Confidence,Henry James,Male friendship -- Fiction,Man-woman relationships -- Fiction,British -- Europe -- Fiction,115,75809,English,2006-03-15
178,The Europeans,Henry James,Humorous stories,Domestic fiction,Brothers and sisters -- Fiction,98,59015,English,2006-03-15
179,The 1994 CIA World Factbook,United States. Central Intelligence Agency,"World politics -- Handbooks, manuals, etc.","Geography -- Handbooks, manuals, etc.","Political science -- Handbooks, manuals, etc.",78,330111,English,1994-11-01
180,The Project Gutenberg RST Manual,Marcello Perathoner,Electronic books,"Electronic publishing -- Handbooks, manuals, etc.",NA,28,17,English,2001-01-01
181,"The Project Gutenberg Encyclopedia, Volume 1 of 28",Project Gutenberg,Encyclopedias and dictionaries,NA,NA,169,1345557,English,1995-01-01
182,Flatland: A Romance of Many Dimensions (Illustrated),Edwin Abbott Abbott,Fourth dimension,NA,NA,1209,33900,English,1995-01-01
183,My Bondage and My Freedom,Frederick Douglass,"Douglass, Frederick, 1818-1895",Slaves -- Maryland -- Social conditions -- 19th century,African American abolitionists -- Biography,1133,17,English,2008-07-02
184,Uncle Tom's Cabin,Harriet Beecher Stowe,Slavery -- Fiction,Didactic fiction,Political fiction,5753,180930,English,2006-01-13
185,The Innocence of Father Brown,G. K. Chesterton,England -- Fiction,Clergy -- Fiction,"Detective and mystery stories, English",1734,78925,English,2008-07-09
186,"Walden, and On The Duty Of Civil Disobedience",Henry David Thoreau,Civil disobedience,"Authors, American -- 19th century -- Biography","Thoreau, Henry David, 1817-1862 -- Homes and haunts -- Massachusetts -- Walden Woods",9771,115779,English,1995-01-01
187,"The Martin Luther King, Jr. Day, 1995, Memorial Issue",Various,"Martin Luther King, Jr., Day",Civil rights movements,United States -- History,112,139199,English,2008-06-29
188,The Spell of the Yukon and Other Verses,Robert W. Service,Yukon River Valley (Yukon and Alaska) -- Poetry,NA,NA,227,13507,English,1995-01-01
189,Daisy Miller: A Study,Henry James,Psychological fiction,Young women -- Fiction,Europe -- Fiction,1590,21355,English,2008-07-03
190,The Turn of the Screw,Henry James,England -- Fiction,Psychological fiction,Governesses -- Fiction,3959,17,English,1995-02-01
191,An International Episode,Henry James,Americans -- England -- Fiction,Manners and customs -- Fiction,British -- United States -- Fiction,47,26955,English,2008-07-09
192,The Aspern Papers,Henry James,Venice (Italy) -- Fiction,Psychological fiction,Man-woman relationships -- Fiction,234,17,English,2008-06-29
193,A List of Factorial Math Constants,Unknown,Mathematics,Factorials,NA,44,41406,English,1995-02-01
